text_combined	label
noms actual vols 3 26 01 eileen gas control records indicate following rate changes march 26 2001 flow 20 000 rate 0900 1400 5 hrs 40 000 rate 1400 0100 11 hrs nom day 22 500 mmbtu please call see agree total nom reached 214 812 4404 eileen ponton 03 27 2001 09 39 00 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual vols 3 26 01 nom mcf mmbtu 24 167 21 820 22 409 btu 1 027 note changes flow rates 3 23 thru 3 25	0
hpl nom march 27 2001 see attached file hplno 327 xls hplno 327 xls	0
estimated actuals april 5 2001 estimated actuals teco tap 24 917 receive actuals duke forward	0
nom alloc june 6 th agree eileen ponton 06 07 2001 10 21 35 david avila lsp enserch us tu charlie stone energy txu tu melissa jones energy txu tu teacton aep com szajac aep com cc subject nom alloc june 6 th nom mcf mmbtu 0 0 0	0
enron hpl actuals march 28 2001 estimated actual march 28 2001 teco tap 20 000 receive numbers duke forward true actual numbers	0
enron hpl actuals march 28 2001 estimated actual march 28 2001 teco tap 20 000 receive numbers duke forward true actual numbers	0
hpl nom march 30 2001 see attached file hplno 330 xls hplno 330 xls	0
hpl nominations march 31 2001 april 1 2 2001 see attached file hplno 401 xls see attached file hplno 331 xls hplno 401 xls hplno 331 xls	0
txu contract search anthony daren farmer texas desk called today looking active contract ena txu gas distribution formerly txu lone star gas dated 11 1 97 queried global contracts cp find anything active please research txu entities see find physical contract ena date please call daren x 36905 questions thanks stacey barclay richardson enron net works llc global contracts stacey richardson enron com 713 853 0569 office 713 646 2495 fax 713 710 6084 pager	0
nom vols 3 24 thru 3 26 01 agree eileen ponton 03 26 2001 11 50 15 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom vols 3 24 thru 3 26 01 problems loading tufco volumes pg e system following estimates actuals follow tomorrow date nom mcf mmbtu 3 23 0 0 0 3 24 0 0 0 3 25 5000 4094 4205	0
nom vols 3 24 thru 3 26 01 agree eileen ponton 03 26 2001 11 50 15 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom vols 3 24 thru 3 26 01 problems loading tufco volumes pg e system following estimates actuals follow tomorrow date nom mcf mmbtu 3 23 0 0 0 3 24 0 0 0 3 25 5000 4094 4205	0
hpl nom march 28 2001 see attached file hplno 328 xls hplno 328 xls	0
noms actual vols 3 28 01 agree eileen ponton 03 29 2001 01 06 03 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual vols 3 28 01 nom mcf mmbtu 20 000 19 907 20 444 btu 1 027	0
noms actual vols 3 28 01 agree eileen ponton 03 29 2001 01 06 03 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual vols 3 28 01 nom mcf mmbtu 20 000 19 907 20 444 btu 1 027	0
tufco deal 108058 let look get back asap hakeem ogunbunmi volume management enron net works 713 853 1801 hakeem ogunbunmi enron com original message farmer daren j sent thursday august 16 2001 1 43 pm ogunbunmi hakeem subject fw tufco deal 108058 hakeem determined volume flow tufco 4 30 01 original message majorwitz buddy sent wednesday august 15 2001 1 43 pm farmer daren j cc ogunbunmi hakeem baxter bryce schumack sherlyn subject fw tufco deal 108058 darin since volume ena deal pgev epgt texas pipeline ena volume management contact hakeem ogunbunmi number x 31801 cc note fyi ena volume management assumed volume duties associated texas deals specifically houston pipe line houston pipe line still contact questions please let know buddy x 31933 original message baxter bryce sent tuesday august 14 2001 5 25 pm majorwitz buddy cc farmer daren j subject tufco deal 108058 buddy daren farmer called said 4 30 2001 hpl deal 108058 around 20 000 mmbtu scheduled actualized actualized 0 thinks incorrect check get back daren office tomorrow please get back directly thanks	0
hpl nom march 29 2001 see attached file hplno 329 xls hplno 329 xls	0
hpl nom april 3 2001 see attached file hplno 403 xls hplno 403 xls	0
noms actual flow 3 29 01 agree nomination eileen ponton 03 30 2001 10 05 40 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 29 01 nom mcf mmbtu 24 583 24 999 25 674 btu 1 027	0
noms actual flow 3 29 01 agree nomination eileen ponton 03 30 2001 10 05 40 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 29 01 nom mcf mmbtu 24 583 24 999 25 674 btu 1 027	0
fw txu fuel deals imbalances daren deals listed related tufco imbalances let know objections entering deals neal 3 9686 original message griffin rebecca sent thursday june 28 2001 9 58 winfree neal subject txu fuel deals voice mail said could add deals following date 1 31 1 31 location pgev tufco 4300101 volume 1 357 mmbtu price 3 94 entered purchase enron buyer date 4 30 4 30 location pgev tufco 4300101 volume 8 726 mmbtu price 3 94 entered sale enron seller date 5 31 5 31 location pgev tufco 4300101 volume 9 912 mmbtu price 3 94 entered purchase enron buyer related txu fuel wagner brown contract please let know questions thanks rebecca 713 571 3189	0
noms actual flow 3 22 01 agree nomination eileen ponton 03 23 2001 09 56 45 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 22 01 nom mcf mmbtu 38 334 36 871 37 867 btu 1 027	0
noms actual flow 3 22 01 agree nomination eileen ponton 03 23 2001 09 56 45 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 22 01 nom mcf mmbtu 38 334 36 871 37 867 btu 1 027	0
inter intra gisb enron north america forwarded contract forms may 25 review need resend keith ford txu fuel company contract administration supervisor forwarded keith ford bizsrv txu 06 19 2001 11 04 lynn handlin 06 18 2001 10 19 dfarmer enron com keith ford bizsrv txu tu cc subject inter intra gisb enron north america please forward inter intra gisb asap enron north america whatever name want use new contracts darren please note take changes gisb keith forwarding darren email dfarmer enron com thanks help let know number soon possibe update records	0
txu fuel company enter contract txu require ena warrant gas sold intrastate gas obvious reasons possible please give call wish discuss dp debra perlingiere enron north america legal 1400 smith street eb 3885 houston texas 77002 dperlin enron 713 853 7658 713 646 3490 fax	0
noms actual flow 3 21 01 agree nomination ccs eileen ponton 03 22 2001 03 30 54 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 21 01 nom mcf mmbtu 60 000 53 223 54 660 btu 1 027	0
noms actual flow 3 21 01 agree nomination ccs eileen ponton 03 22 2001 03 30 54 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 21 01 nom mcf mmbtu 60 000 53 223 54 660 btu 1 027	0
gisb contracts intrastate interstate gas mr farmer forwarded request comments debra perlingiere legal specialist x 3 7658 stacey dickson sr counsel x 3 5705 handle negotiations new master agreements please let know may assistance thank anthony campos enron corp _ global contracts 713 853 7911 office 713 646 2495 fax 713 709 0373 pager anthony campos enron com original message farmer daren j sent wednesday july 11 2001 12 41 pm campos anthony subject fw gisb contracts intrastate interstate gas anthony please contact keith ford txu fuel give info needs prepare contract ena tax id payment info etc need effective june 1 2001 correct person handle please forward appropriate person thanks original message keith ford enron mailto imceanotes 22 keith 20 ford 22 20 3 ckfordl 40 txu 2 ecom 3 e 40 enron enron com sent friday may 25 2001 2 01 pm dfarmer enron com subject gisb contracts intrastate interstate gas request lynn handlin please find attached copy following gisb contract form special provisions intrastate gas special provision interstate gas please review interested putting contracts place forward required information first page gisb contract form contracts prepared forwarded execution please keep mind txu fuel company intrastate pipeline purchase interstate gas certain limited conditions conditions covered item number 8 special provisions thanks keith ford txu fuel company contract administration supervisor see attached file gisb form final doc see attached file gisb spec prov intra final doc see attached file gisb spec prov inter final doc gisb form final doc gisb spec prov intra final doc gisb spec prov inter final doc	0
noms 6 20 thru 6 24 01 agree volumes thank eileen ponton 06 26 2001 09 10 12 david avila lsp enserch us tu charlie stone energy txu tu melissa jones energy txu tu teacton aep com slzajac aep com hplscheduling aep com gkbrazaitis aep com cc subject noms 6 20 thru 6 24 01 date nom 6 20 01 45 000 6 21 01 37 500 6 22 01 42 500 6 23 01 0 6 24 01 15 834 gas control supervisor working morning getting accurate volumes hopefully able e mail afternoon	0
noms actuals june 11 th 12 th agree eileen ponton 06 13 2001 02 54 04 pm david avila lsp enserch us tu charlie stone energy txu tu melissa jones energy txu tu teacton aep com slzajac aep com cc jerry k yager subject noms actuals june 11 th 12 th date nom mcf mmbtu 6 11 01 60 000 89 662 92 083 6 12 01 53 750 83 642 85 900 jerry please double check flow volumes 11 th 12 th due large difference nominations flow volumes	0
noms actual flow 03 20 01 agree nominations eileen ponton 03 21 2001 11 08 26 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 20 01 nom mcf mmbtu 50 000 46 771 48 034 btu 1 027	0
noms actual flow 03 20 01 agree nominations eileen ponton 03 21 2001 11 08 26 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 20 01 nom mcf mmbtu 50 000 46 771 48 034 btu 1 027	0
hpl nom march 24 26 2001 see attached file hplno 324 xls hplno 324 xls	0
hpl nom march 22 2001 see attached file hplno 322 xls hplno 322 xls	0
txu fuels sds nomination april 2001 attached april 2001 nomination takes gas sales purchase contract txu fuel company previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls	0
hpl nom march 22 2001 see attached file hplno 323 xls hplno 323 xls	0
txu fuel deal 789355 please verify price txu fuel deal 789355 5 17 sitara currently shows 4 40 txu called show 4 37 day please let know questions thanks rebecca	0
enron hpl actuals december 11 2000 teco tap 30 000 enron 120 000 hpl gas daily ls hpl lsk ic 30 000 enron	0
enron hpl actuals december 6 2000 teco tap 29 167 hpl iferc ls hpl lsk ic 40 000 enron	0
hpl nom march 21 2001 see attached file hplno 321 xls hplno 321 xls	0
hpl nom march 17 2001 see attached file hplno 317 xls hplno 317 xls	0
enron hpl actuals december 7 2000 teco tap 10 000 enron 15 208 hpl iferc 50 625 hpl gas daily ls hpl lsk ic 30 000 enron	0
hpl noms dec 8 2000 see attached file hplnl 208 xls hplnl 208 xls	0
enron hpl actuals december 12 2000 teco tap 103 125 hpl gas daily ls hpl lsk ic 30 000 enron	0
hpl nom december 12 2000 see attached file hplnl 212 xls hplnl 212 xls	0
hpl nom dec 14 2000 see attached file hplnl 214 xls hplnl 214 xls	0
enron hpl actuals december 8 10 2000 december 8 2000 teco tap 120 000 hpl gas daily 29 583 enron ls hpl lsk ic 20 000 enron december 9 2000 teco tap 120 000 hpl gas daily 30 000 enron december 10 2000 teco tap 30 000 enron 120 000 hpl gas daily	0
noms actual flow 3 19 01 agree eileen ponton 03 20 2001 10 05 59 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 19 01 date nom mcf mmbtu 3 19 01 60 000 59 944 61 562 btu 1 027	0
noms actual flow 3 19 01 agree eileen ponton 03 20 2001 10 05 59 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 19 01 date nom mcf mmbtu 3 19 01 60 000 59 944 61 562 btu 1 027	0
noms actual flow 03 15 agree eileen ponton 03 16 2001 10 11 53 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 15 date nom flow mcf flow mmbtu 3 15 60 000 59 386 60 989 btu 1 027	0
noms actual flow 03 15 agree eileen ponton 03 16 2001 10 11 53 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 15 date nom flow mcf flow mmbtu 3 15 60 000 59 386 60 989 btu 1 027	0
hpl nom december 9 2000 see attached file hplnl 209 xls hplnl 209 xls	0
hpl nom april 7 2001 see attached file hplno 407 xls hplno 407 xls	0
enron actuals december 5 2000 teco tap 110 000 hpl iferc 12 500 enron ls hpl lsk ic 40 000 enron	0
hpl nom december 13 2000 see attached file hplnl 213 xls hplnl 213 xls	0
hpl nom march 16 2001 see attached file hplno 316 xls hplno 316 xls	0
noms actual flow 3 19 01 agree nom 3 19 01 forwarded david avila lsp enserch us 03 20 2001 01 24 pm eileen ponton 03 20 2001 10 05 59 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 19 01 date nom mcf mmbtu 3 19 01 60 000 59 944 61 562 btu 1 027	0
noms actual flow 3 19 01 agree nom 3 19 01 forwarded david avila lsp enserch us 03 20 2001 01 24 pm eileen ponton 03 20 2001 10 05 59 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 3 19 01 date nom mcf mmbtu 3 19 01 60 000 59 944 61 562 btu 1 027	0
enron hpl actuals november 27 2000 teco tap 20 000 enron 100 000 hpl gas daily	0
noms actual flow 03 14 agree eileen ponton 03 15 2001 09 47 26 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 14 date nom flow mcf flow mmbtu 3 14 23 750 23 112 23 736 btu 1 027	0
noms actual flow 03 14 agree eileen ponton 03 15 2001 09 47 26 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 14 date nom flow mcf flow mmbtu 3 14 23 750 23 112 23 736 btu 1 027	0
enron hpl actuals november 22 26 2000 november 22 2000 teco tap 30 000 enron 76 250 hpl gas daily november 23 2000 teco tap 0 november 24 2000 teco tap 30 000 enron 63 750 hpl gas daily november 25 2000 teco tap 30 000 enron 76 250 hpl gas daily november 26 2000 teco tap 30 000 enron 95 000 hpl gas daily	0
enron hpl actuals november 30 2000 teco tap 115 833 hpl gas daily	0
hpl nom november 23 2000 see attached file hplnl 123 xls hplnl 123 xls	0
txu fuel nom 12 07 00 see attached file hplnl 207 xls hplnl 207 xls	0
txu nom 11 29 00 see attached file hplnl 129 xls hplnl 129 xls	0
noms actual flow 03 13 agree eileen ponton 03 14 2001 12 32 16 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 13 date nom flow mcf flow mmbtu 3 13 7 500 7 666 7 873 btu 1 027	0
noms actual flow 03 13 agree eileen ponton 03 14 2001 12 32 16 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 13 date nom flow mcf flow mmbtu 3 13 7 500 7 666 7 873 btu 1 027	0
enron hpl actuals nov 28 2000 teco tap 30 000 enron 120 000 hpl gas daily	0
enron hpl actuals december 1 3 2000 december 1 2000 teco tap 35 000 enron 105 625 hpl iferc december 2 2000 teco tap 30 000 enron 120 000 hpl iferc december 3 2000 teco tap 30 000 enron 120 000 hpl iferc	0
enron hpl actuals december 4 2000 teco tap 30 000 enron 120 000 hpl iferc	0
revision 1 hpl nominations nov 27 2000 nov 28 2000 see attached file hplnl 123 xls see attached file hplnl 128 xls hplnl 123 xls hplnl 128 xls	0
txu fuels sds nomination december 2000 attached december 2000 nomination takes gas sales purchase contract txu fuel previously tufco hpl resources co txu fuel contr 3949 well december 2000 nomination takes gas sales purchase contract txu fuel sds please advise questions concerning attached thanks ccs see attached file minhplno 0 xls see attached file sdsnom xls minhplno 0 xls sdsnom xls	0
hpl noms nov 30 2000 see attached file hplnl 130 xls hplnl 130 xls	0
enron hpl actuals november 29 2000 teco tap 18 208 enron 20 125 hpl gas daily	0
hpl nom december 5 2000 see attached file hplnl 205 xls hplnl 205 xls	0
hpl nom november 28 2000 see attached file hplnl 128 xls hplnl 128 xls	0
actuals december 1 3 2000 numbers late afternoon david office today charlie called emergency meeting sorry inconvenience	0
hpl nom december 2 2000 see attached file hplnl 202 xls hplnl 202 xls	0
txu fuels sds nomination december 2000 attached december 2000 nomination takes gas sales purchase contract txu fuel previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls	0
hpl nom december 6 2000 see attached file hplnl 206 xls hplnl 206 xls	0
enron hpl actuals november 21 2000 teco tap 30 000 enron 50 000 hpl gas daily	0
txu noms 3 14 01 see attached file hplno 314 xls hplno 314 xls	0
enron hpl actuals november 10 12 2000 november 10 2000 teco tap 40 000 enron 66 667 hpl iferc november 11 2000 teco tap 40 000 enron 104 583 hpl iferc november 12 2000 teco tap 40 000 enron 110 000 hpl iferc	0
enron hpl actuals november 20 2000 teco tap 30 000 enron 68 542 hpl gas daily	0
day change revision 2 txu fuel trans k 501 november 15 2000 see attached file hplnl 115 xls hplnl 115 xls	0
revison 1 enron hpl actuals november 10 12 2000 november 10 2000 teco tap 40 000 enron 26 042 hpl iferc 40 625 hpl gas daily november 11 2000 teco tap 40 000 enron 104 583 hpl gas daily november 12 2000 teco tap 40 000 enron 110 000 hpl gas daily forwarded melissa jones texas utilities 11 13 2000 10 44 melissa jones 11 13 2000 10 01 charlie stone texas utilities tu gary green texas utilities tu daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com david avila lsp enserch us tu liz bellamy enron com cc subject enron hpl actuals november 10 12 2000 november 10 2000 teco tap 40 000 enron 66 667 hpl iferc november 11 2000 teco tap 40 000 enron 104 583 hpl iferc november 12 2000 teco tap 40 000 enron 110 000 hpl iferc	0
day change revision 1 txu fuel trans k 501 november 17 2000 see attached file hplnl 117 xls hplnl 117 xls	0
enron hpl nom november 18 2000 see attached file hplnl 118 xls hplnl 118 xls	0
enron hpl actuals november 16 2000 teco tap 40 000 enron 30 833 hpl gas daily	0
enron hpl actuals november 17 19 2000 november 17 20000 teco tap 30 000 enron 33 750 hpl gas daily november 18 2000 teco tap 30 000 enron 120 000 hpl gas daily november 19 2000 teco tap 23 125 enron	0
enron hpl actuals november 15 2000 teco tap 30 000 enron 44 167 hpl gas daily	0
enron hpl noms november 16 2000 see attached file hplnl 116 xls hplnl 116 xls	0
hpl nom march 15 2001 see attached file hplno 315 xls hplno 315 xls	0
hpl nom november 21 2000 see attached file hplnl 121 xls hplnl 121 xls	0
enron hpl actuals november 14 2000 teco tap 87 500 hpl gas daily ls hpl lsk ic 7 500 enron	0
enron hpl nom november 22 2000 see attached file hplnl 122 xls hplnl 122 xls	0
enron hpl actuals november 10 12 2000 sending revisions weekend melissa jones 11 13 2000 10 01 32 charlie stone gary green daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com david avila liz bellamy enron com cc subject enron hpl actuals november 10 12 2000 november 10 2000 teco tap 40 000 enron 66 667 hpl iferc november 11 2000 teco tap 40 000 enron 104 583 hpl iferc november 12 2000 teco tap 40 000 enron 110 000 hpl iferc	0
hpl nom november 14 2000 see attached file hplnl 114 xls hplnl 114 xls	0
txu noms 11 18 20 00 sure whether melissa lotus notes sending data properly already received copy attached nomination please disregard copy thanks ccs see attached file hplnl 118 xls hplnl 118 xls	0
hpl nom november 10 2000 see attached file hplnl 110 xls hplnl 110 xls	0
revisions enron hpl actuals nov 1 5 2000 volumes hpl gas daily time nov 1 2000 teco tap 30 000 enron 70 000 hpl iferc nov 2 2000 teco tap 30 000 enron 45 000 hpl iferc nov 3 2000 teco tap 30 000 enron 114 583 hpl iferc nov 4 2000 teco tap 19 167 enron 120 000 hpl iferc ls hpl lsk c 30 000 enron nov 5 2000 teco tap 85 000 hpl iferc ls hpl lsk c 30 000 enron	0
revison 1 hpl noms november 4 6 2000 see attached file hplnl 104 xls hplnl 104 xls	0
enron hpl actuals october 31 2000 teco tap 20 000 enron 80 000 hpl gas daily	0
day change hpl nom november 11 2000 see attached file hplnl 111 xls hplnl 111 xls	0
enron hpl actuals november 2 2000 teco tap 30 000 enron 45 000 hpl gas daily	0
enron hpl actuals november 1 2000 teco tap 30 000 enron 70 000 hpl gas daily	0
enron hpl actuals november 3 5 2000 november 3 2000 teco tap 30 000 enron 114 583 hpl gas daily november 4 200 teco tap 139 167 hpl gas daily ls hpl lsk ic 30 000 enron november 5 2000 teco tap 85 000 hpl gas daily ls hpl lsk ic 30 000 enron	0
enron hpl actuals nov 7 2000 november 7 2000 teco tap 30 000 enron 71 250 hpl iferc	0
enron hpl actuals november 9 2000 teco tap 40 000 enron 45 000 hpl iferc	0
enron nominations november 8 2000 see attached file hplnl 108 xls hplnl 108 xls	0
enron nom november 7 2000 see attached file hplnl 107 xls hplnl 107 xls	0
enron hpl actuals nov 6 2000 november 6 2000 teco tap 30 000 enron 120 000 hpl iferc	0
hpl nom march 13 2001 see attached file hplno 313 xls hplno 313 xls	0
enron hpl actuals november 8 2000 teco tap 40 000 enron 53 125 hpl iferc	0
revision 1 hpl noms november 3 2000 see attached file hplnl 103 xls hplnl 103 xls	0
enron hpl nom november 9 2000 see attached file hplnl 109 xls hplnl 109 xls	0
revision 1 hpl nom october 31 2000 see attached file hplnl 031 xls hplnl 031 xls	0
txu deal 108672 could add meter pge ls 491 754 txu fuel deal 108672 may 12 2000 sitara txu received 2 000 mmbtu day part gas daily contract however volume pathed wagner brown contract due meter please let know questions thanks rebecca	0
enron hpl actuals october 30 2000 october 30 2000 teco tap 50 000 enron 50 000 hpl gas daily	0
meter 0071 volume deal 138550 north central oil corporation revised 14 500 15 000 effective 11 1 00 bob	0
hpl nom october 27 2000 see attached file hplnl 027 xls hplnl 027 xls	0
txu noms 11 02 00 see attached file hplnl 102 xls hplnl 102 xls	0
enron hpl actuals october 25 2000 teco tap 20 000 enron 46 667 hpl gas daily	0
hpl enron nom 11 01 00 see attached file hplnl 101 xls hplnl 101 xls	0
enron hpl actuals october 26 2000 teco tap 100 000 hpl gas daily	0
enron hpl actuals october 27 29 2000 october 27 2000 teco tap 100 000 hpl gas daily october 28 2000 teco tap 104 133 hpl gas daily october 29 2000 teco tap 100 000 hpl gas daily	0
hpl nom march 10 12 2001 see attached file hplno 310 xls hplno 310 xls	0
txu fuels sds nomination november 2000 attached november 2000 nomination takes gas sales purchase contract txu fuels previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls	0
noms actual flow 03 09 thru 3 11 01 agree nominated totals eileen ponton 03 12 2001 09 22 50 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 09 thru 3 11 01 date nom flow mcf flow mmbtu 3 09 30 000 29 998 30 798 3 10 30 000 29 995 30 805 3 11 0 0 0 btu 1 027	0
noms actual flow 03 09 thru 3 11 01 agree nominated totals eileen ponton 03 12 2001 09 22 50 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 09 thru 3 11 01 date nom flow mcf flow mmbtu 3 09 30 000 29 998 30 798 3 10 30 000 29 995 30 805 3 11 0 0 0 btu 1 027	0
nom actual flow april 4 th agree eileen ponton 04 05 2001 11 00 46 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual flow april 4 th nom mcf mmbtu 20 000 19 909 20 447 btu 1 027	0
nom actual flow april 4 th agree eileen ponton 04 05 2001 11 00 46 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual flow april 4 th nom mcf mmbtu 20 000 19 909 20 447 btu 1 027	0
enron hpl nom october 28 2000 see attached file hplnl 028 xls hplnl 028 xls	0
txu fuels sds nomination november 2000 revised attached november 2000 nomination takes gas sales purchase contract txu fuels previously tufco hpl resources co txu fuels contr 3949 well november 2000 nomination takes gas sales purchase contract txu fuels sds please advise questions concerning attached thanks ccs see attached file minhplno 0 xls see attached file sdsnom xls minhplno 0 xls sdsnom xls	0
tufco hey rebecca spoke tufco 20 000 discrepancy march 28 th agreed confirm volumes spoke charlie stone ami rebecca griffin 10 02 2000 10 59 ami chokshi corp enron enron cc subject tufco completed spreadsheet please let know questions thanks rebecca	0
enron hpl actuals 10 18 00 october 18 2000 teco tap 30 000 enron 120 000 hpl gas daily	0
